assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(CCc1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5640.0,nM,=,CHEMBL4226827,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,COc1ccc(CCC(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,18280.0,nM,=,CHEMBL4226831,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(CCc1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,20610.0,nM,=,CHEMBL4225989,inactive
Inhibition of beta amyloid (unknown origin) deposition,IC50,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,45000.0,nM,=,CHEMBL194823,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=c1cc(/C=C/c2cccc(F)c2)occ1O,17680.0,nM,=,CHEMBL4282190,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,CN(C)c1ccc(/C=C/c2cc(=O)c(O)co2)cc1,5920.0,nM,=,CHEMBL4294375,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,COc1ccccc1/C=C/c1cc(=O)c(O)co1,7930.0,nM,=,CHEMBL4286002,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=c1cc(/C=C/c2ccc(O)cc2)occ1O,7200.0,nM,=,CHEMBL4287929,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=c1cc(/C=C/c2ccccc2O)occ1O,8290.0,nM,=,CHEMBL4284208,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,O=c1cc(/C=C/c2cc(O)cc(O)c2)occ1O,17950.0,nM,=,CHEMBL4294830,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,11890.0,nM,=,CHEMBL165,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,18730.0,nM,=,CHEMBL140,inactive
Disaggregation of amyloid beta (1 to 42 residues) (unknown origin) preformed fibrils incubated with agitation for 1 min every hr measured over 80 hrs by thioflavin-T assay,IC50,O=C(/C=C/c1ccc(O)c(O)c1)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1,4200.0,nM,=,CHEMBL197478,active
Inhibition of amyloid beta (1 to 42) fibrillization (unknown origin) incubated with agitation for 1 min every hr measured over 80 hrs by thioflavin-T assay,IC50,O=C(O)/C=C/c1ccc(O)c(O)c1,15600.0,nM,=,CHEMBL145,inactive
Inhibition of amyloid beta (1 to 42) fibrillization (unknown origin) incubated with agitation for 1 min every hr measured over 80 hrs by thioflavin-T assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3400.0,nM,=,CHEMBL140,active
Inhibition of amyloid beta (1 to 42) fibrillization (unknown origin) incubated with agitation for 1 min every hr measured over 80 hrs by thioflavin-T assay,IC50,O=C(/C=C/c1ccc(O)c(O)c1)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1,4900.0,nM,=,CHEMBL197478,active
Inhibition of APP (unknown origin),IC50,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,199.53,nM,=,CHEMBL289556,active
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) incubated for 24 hrs by TEM analysis,IC50,CCN(CC)CCCOc1ccc(-n2ccc(=O)c(O)c2C)cc1,17230.0,nM,=,CHEMBL4462662,inactive
Inhibition of amyloid beta (1 to 40) (unknown origin) self aggregation,IC50,CCN(CC)CCCCC(C)Nc1c2ccccc2nc2c(C(=O)NCCCO/N=C/C(=O)NCCCC[C@@H]3NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C3=O)cccc12,2000.0,nM,=,CHEMBL4465480,active
Inhibition of HFIP pretreated amyloid beta (1-42) (unknown origin) self aggregation by thioflavin T based fluorescence assay,IC50,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,24200.0,nM,=,CHEMBL3235503,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation,IC50,Cl.O=c1c2c(F)cccc2[se]n1-c1cc(Cl)c(O)c2ncccc12,9600.0,nM,=,CHEMBL4438040,active
Inhibition of amyloid beta 1 to 42 aggregation in human SH-SY5Y cells incubated for 48 hrs by fluorescence microscopy,IC50,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21,60.0,nM,=,CHEMBL4475538,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation,IC50,CCOC(=O)C(Cc1cn(-c2ccccc2C(F)(F)F)nn1)(Cc1cn(-c2ccccc2C(F)(F)F)nn1)NC(C)=O,8065.0,nM,=,CHEMBL4522050,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,6385.0,nM,=,CHEMBL140,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,CCOc1cc(CNc2ccc(OC)cc2)ccc1Oc1ccnc2cc(Cl)ccc12,46420.0,nM,=,CHEMBL4568384,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,CCOc1cc(CNc2ccccc2)ccc1Oc1ccnc2cc(Cl)ccc12,44520.0,nM,=,CHEMBL4439214,inactive
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc3ccccc3c2C=C1c1cc(O)cc(O)c1,12600.0,nM,=,CHEMBL4588767,inactive
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc3cc(O)ccc3c2C=C1c1cc(O)cc(O)c1,8900.0,nM,=,CHEMBL4552863,active
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc3ccc(O)cc3c2C=C1c1cc(O)cc(O)c1,4900.0,nM,=,CHEMBL4455417,active
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc3cc(O)ccc3c2C=C1c1ccc(O)c(O)c1,4600.0,nM,=,CHEMBL4476718,active
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc3ccc(O)cc3c2C=C1c1ccc(O)c(O)c1,3400.0,nM,=,CHEMBL4444573,active
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2cc(O)ccc2C=C1c1cc(O)cc(O)c1,21700.0,nM,=,CHEMBL4466197,inactive
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,OB1Oc2ccc(O)cc2C=C1c1ccc(O)c(O)c1,17500.0,nM,=,CHEMBL4468824,inactive
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,16800.0,nM,=,CHEMBL165,inactive
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) after 48 hrs by thioflavin T-based fluorescence method,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,13700.0,nM,=,CHEMBL140,inactive
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,3980.0,nM,=,CHEMBL4524631,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,4200.0,nM,=,CHEMBL4516540,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,COc1ccccc1CN(C)CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2OC)cc1O,3630.0,nM,=,CHEMBL4439936,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,2410.0,nM,=,CHEMBL4562198,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,3550.0,nM,=,CHEMBL4440350,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,3860.0,nM,=,CHEMBL4527242,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,COc1ccccc1CN(C)CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2OC)cc1O,3450.0,nM,=,CHEMBL4474151,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,3050.0,nM,=,CHEMBL4553651,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C,3710.0,nM,=,CHEMBL4554367,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccc(N(C)C)cc2)cc1O)Cc1ccc(N(C)C)cc1,3160.0,nM,=,CHEMBL4463164,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,O=C(NCCCCN1CCOc2ccccc2C1)c1cc(O)c(C(=O)NCCCCN2CCOc3ccccc3C2)cc1O,5470.0,nM,=,CHEMBL4467746,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,2370.0,nM,=,CHEMBL4552250,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,2800.0,nM,=,CHEMBL4520323,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,COc1ccccc1CN(C)CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2OC)cc1O,2310.0,nM,=,CHEMBL4475678,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,3310.0,nM,=,CHEMBL4451935,active
Inhibition of human amyloid beta (1 to 42) self-induced aggregation after 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5930.0,nM,=,CHEMBL231160,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,9500.0,nM,=,CHEMBL291426,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3o2)cc1,45600.0,nM,=,CHEMBL4513568,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,17300.0,nM,=,CHEMBL4463033,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1,15900.0,nM,=,CHEMBL4554693,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,32800.0,nM,=,CHEMBL4545404,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,13000.0,nM,=,CHEMBL4449738,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,21300.0,nM,=,CHEMBL3589107,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,20100.0,nM,=,CHEMBL374055,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,10100.0,nM,=,CHEMBL1208903,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,13200.0,nM,=,CHEMBL377324,inactive
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,4900.0,nM,=,CHEMBL220745,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,4700.0,nM,=,CHEMBL378188,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,4900.0,nM,=,CHEMBL255493,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,4800.0,nM,=,CHEMBL63354,active
Inhibition of human amyloid beta (1 to 40) assessed as reduction in aggregation measured after 24 hrs by ThT fluorescence assay,IC50,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,4100.0,nM,=,CHEMBL164,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation measured after 48 hrs by ThT fluorescence assay,IC50,O=[N+]([O-])c1cccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)c1,17440.0,nM,=,CHEMBL4436866,inactive
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation measured after 48 hrs by ThT fluorescence assay,IC50,Fc1ccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)cc1,3870.0,nM,=,CHEMBL4444043,active
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs by thioflavin-T fluorescence assay,IC50,O=C(CN1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1)Nc1n[nH]c2ncccc12,17890.0,nM,=,CHEMBL4444093,inactive
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs by thioflavin-T fluorescence assay,IC50,CCOC(=O)c1cnc2ccccc2c1N1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1,15720.0,nM,=,CHEMBL4453548,inactive
Inhibition of beta amyloid in human SH-SY5Y cells,IC50,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,300000.0,nM,=,CHEMBL6246,inactive
Inhibition of beta amyloid (unknown origin) after 12 to 24 hrs,IC50,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,100000.0,nM,=,CHEMBL6246,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CCC1(C)C=Cc2c(O)cc(C)cc2O1,68000.0,nM,=,CHEMBL4645437,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)c(O)c1O,16700.0,nM,=,CHEMBL4640668,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,24700.0,nM,=,CHEMBL1171643,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC,62700.0,nM,=,CHEMBL2012313,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O,221000.0,nM,=,CHEMBL4643713,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,7400.0,nM,=,CHEMBL164,active
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,COc1c(O)c(O)cc(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,29300.0,nM,=,CHEMBL4646459,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,150800.0,nM,=,CHEMBL4644047,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,COc1c(O)c(O)c(-c2c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c2O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,12300.0,nM,=,CHEMBL4638539,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,148800.0,nM,=,CHEMBL487804,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,20300.0,nM,=,CHEMBL513978,inactive
Inhibition of human amyloid beta (1 to 40) aggregation after 24 hrs by ThT fluorescence assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)cc1O,19900.0,nM,=,CHEMBL4641877,inactive
Inhibition of self-induced aggregation amyloid beta (1 to 42) (unknown origin) assessed as reduction in fibril formation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Oc1cc(CN(Cc2ccccn2)Cc2ccccn2)cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Br-],12530.0,nM,=,CHEMBL4776150,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,3000.0,nM,=,CHEMBL4762873,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1,1100.0,nM,=,CHEMBL4796066,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1,3500.0,nM,=,CHEMBL4751082,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1,3000.0,nM,=,CHEMBL4761847,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,13000.0,nM,=,CHEMBL4753795,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,34900.0,nM,=,CHEMBL4750838,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,IC50,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,8500.0,nM,=,CHEMBL28626,active
Inhibition of amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs to 7 days by thioflavin S based fluorescence assay,IC50,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,180.0,nM,=,CHEMBL81379,active
Inhibition of amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs to 7 days by thioflavin S based fluorescence assay,IC50,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,180.0,nM,=,CHEMBL986,active
Inhibition of amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs to 7 days by thioflavin S based fluorescence assay,IC50,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)CCCC1,180.0,nM,=,CHEMBL4787961,active
Inhibition of amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs to 7 days by thioflavin S based fluorescence assay,IC50,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,180.0,nM,=,CHEMBL38,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,O=C(CCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,19710.0,nM,=,CHEMBL4755968,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,O=C(CCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,2050.0,nM,=,CHEMBL4791642,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,15120.0,nM,=,CHEMBL4750451,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,18300.0,nM,=,CHEMBL4763981,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,13430.0,nM,=,CHEMBL165,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 48 hrs by thioflavin-T fluorescence method,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,16250.0,nM,=,CHEMBL140,inactive
